gene_name	exons_length	exons_GC_content	No_of_exons
MEA1	866	0.565819861432	4
MEAF6	2147	0.41592920354	8
MECOM	6980	0.447134670487	22
MECP2	11457	0.532600157109	5
MECR	2532	0.541469194313	11
MED1	8148	0.447594501718	17
MED10	1028	0.461089494163	4
MED11	830	0.530120481928	3
MED12	6969	0.547137322428	45
MED12L	10349	0.427287660644	43
MED13	10465	0.387386526517	30
MED13L	9378	0.456600554489	31
MED14	6768	0.425236406619	31
MED15	3375	0.609185185185	18
MED16	2924	0.651162790698	16
MED17	3497	0.439519588218	12
MED18	1992	0.503012048193	4
MED19	1514	0.513870541612	4
MED20	2478	0.473365617433	4
MED21	1753	0.367940673132	4
MED22	4871	0.601724491891	6
MED23	5713	0.413267985297	32
MED24	3904	0.567110655738	27
MED25	2343	0.653008962868	18
MED26	3184	0.606155778894	3
MED27	1799	0.503613118399	9
MED28	1281	0.429352068696	4
MED29	3567	0.543033361368	4
MED30	972	0.445473251029	4
MED31	1656	0.421497584541	4
MED4	2022	0.366963402572	7
MED6	1344	0.4375	8
MED7	1475	0.452881355932	3
MED8	1868	0.48982869379	9
MED9	2222	0.556705670567	2
MEF2A	5918	0.410442717134	14
MEF2B	1451	0.667815299793	9
MEF2BNB	2241	0.593485051316	7
MEF2BNB-MEF2B	2242	0.654326494202	13
MEF2C	11706	0.382026311293	17
MEF2D	5874	0.567756213824	12
MEFV	3707	0.55759374157	11
MEG3	3035	0.561120263591	14
MEG8	498	0.528112449799	4
MEGF10	7685	0.435263500325	26
MEGF11	5914	0.509299966182	23
MEGF6	7439	0.631939776852	37
MEGF8	10966	0.636512857924	41
MEGF9	6210	0.43961352657	6
MEI1	4006	0.544932601098	31
MEIG1	625	0.424	3
MEIS1	3181	0.44262810437	13
MEIS2	5409	0.502680717323	19
MEIS3	2764	0.651230101302	16
MEIS3P1	2856	0.449229691877	1
MELK	2704	0.418269230769	20
MEMO1	1812	0.481236203091	9
MEN1	4642	0.604265402844	17
MEOX1	2666	0.553638409602	5
MEOX2	2371	0.450021088148	3
MEP1A	2929	0.472857630591	14
MEP1B	2311	0.428385980095	15
MEPCE	5132	0.614964925955	8
MEPE	2394	0.426065162907	8
MERTK	3626	0.469111969112	19
MESDC1	3051	0.6624057686	1
MESDC2	4243	0.473957105821	3
MESP1	1162	0.7082616179	2
MESP2	1611	0.657355679702	2
MEST	3170	0.501261829653	16
MESTIT1	3242	0.46822948797	2
MET	6776	0.423258559622	22
METAP1	2770	0.426714801444	11
METAP1D	1534	0.496740547588	10
METAP2	3504	0.392979452055	11
METRN	1092	0.744505494505	4
METRNL	1332	0.676426426426	4
METTL1	1307	0.537107880643	6
METTL10	2579	0.379604497867	7
METTL11A	1002	0.60878243513	4
METTL11B	938	0.498933901919	4
METTL12	1382	0.539073806078	3
METTL13	4074	0.52675503191	11
METTL14	2107	0.40484100617	11
METTL15	4416	0.391983695652	8
METTL16	5753	0.476447071093	10
METTL17	2222	0.51800180018	15
METTL18	1442	0.380027739251	2
METTL19	2846	0.553056921996	11
METTL20	2381	0.453170936581	6
METTL21A	4936	0.538897893031	5
METTL21B	2840	0.492253521127	4
METTL21C	1085	0.432258064516	4
METTL21CP1	2312	0.399221453287	4
METTL21D	1784	0.391816143498	6
METTL22	1570	0.576433121019	11
METTL23	2099	0.594568842306	8
METTL24	1101	0.569482288828	5
METTL2A	2519	0.456530369194	9
METTL2B	2182	0.449587534372	9
METTL3	1955	0.498721227621	11
METTL4	3674	0.384050081655	9
METTL5	938	0.434968017058	7
METTL6	2499	0.43537414966	6
METTL7A	3390	0.441002949853	2
METTL7B	1505	0.548837209302	2
METTL8	8134	0.418613228424	10
METTL9	5437	0.406842008461	6
MEX3A	6124	0.538863487916	2
MEX3B	3398	0.534726309594	2
MEX3C	4142	0.488894253984	2
MEX3D	4918	0.652094347296	4
MFAP1	2063	0.456131846825	9
MFAP2	1261	0.605075337034	11
MFAP3	5399	0.40211150213	4
MFAP3L	6303	0.40853561796	4
MFAP4	2031	0.566715903496	7
MFAP5	2882	0.397640527412	10
MFF	2011	0.40129288911	11
MFGE8	1989	0.600301659125	8
MFHAS1	5255	0.576784015224	3
MFI2	4973	0.641866076815	18
MFI2-AS1	951	0.615141955836	4
MFN1	3513	0.387418161116	18
MFN2	4677	0.541158862519	19
MFNG	2601	0.610534409842	9
MFRP	3917	0.625478682665	15
MFSD1	2411	0.437992534218	17
MFSD10	2242	0.663693131133	14
MFSD11	5322	0.56595264938	18
MFSD12	2818	0.651525904897	12
MFSD2A	2326	0.56018916595	15
MFSD2B	1508	0.622015915119	13
MFSD3	1446	0.679114799447	5
MFSD4	4088	0.47969667319	10
MFSD5	2216	0.57761732852	3
MFSD6	4797	0.441109026475	8
MFSD6L	2240	0.597767857143	1
MFSD7	1866	0.657020364416	10
MFSD8	4545	0.369416941694	13
MFSD9	2706	0.529933481153	6
MGA	12042	0.43107457233	24
MGAM	6484	0.472393584207	48
MGAT1	4028	0.619662363456	7
MGAT2	2711	0.479527849502	1
MGAT3	10057	0.606940439495	3
MGAT4A	10915	0.384425103069	18
MGAT4B	3555	0.624191279887	16
MGAT4C	1934	0.376938986556	7
MGAT5	8145	0.486187845304	16
MGAT5B	4717	0.629849480602	19
MGC12916	2006	0.509970089731	1
MGC12982	2507	0.587155963303	1
MGC14436	1369	0.522279035793	6
MGC15885	2315	0.467818574514	3
MGC16025	2127	0.550070521862	1
MGC16121	786	0.464376590331	3
MGC16142	1291	0.440743609605	1
MGC16275	2485	0.555734406439	2
MGC16703	1960	0.567857142857	3
MGC21881	2581	0.479659046881	2
MGC23270	2518	0.591342335187	1
MGC23284	2826	0.571479122435	5
MGC27345	10079	0.468697291398	1
MGC27382	1191	0.425692695214	6
MGC2752	3341	0.562705776714	2
MGC2889	2194	0.42388331814	1
MGC34034	3517	0.371623542792	3
MGC3771	1307	0.544758990054	4
MGC39372	1252	0.502396166134	2
MGC39584	1206	0.474295190713	6
MGC4473	955	0.425130890052	3
MGC45800	4953	0.516252776095	4
MGC45922	936	0.622863247863	3
MGC57346	5271	0.520394612028	10
MGC70870	3110	0.453697749196	1
MGC72080	698	0.561604584527	4
MGEA5	5202	0.441753171857	16
MGLL	4809	0.576211270534	9
MGMT	1265	0.59604743083	5
MGP	1473	0.394433129667	5
MGRN1	8650	0.618497109827	18
MGST1	1754	0.382554161916	8
MGST2	1515	0.475247524752	7
MGST3	1518	0.496706192358	6
MIA	803	0.587795765878	6
MIA-RAB4B	1394	0.598278335725	10
MIA2	2281	0.357299430075	6
MIA3	8123	0.410070171119	28
MIAT	11588	0.518208491543	6
MIB1	9306	0.363958736299	21
MIB2	4033	0.701462930821	24
MICA	14839	0.548150144888	55
MICAL1	3644	0.614709110867	25
MICAL2	3905	0.538028169014	28
MICAL3	14863	0.552243826953	38
MICALCL	3044	0.494086727989	9
MICALL1	4495	0.632480533927	16
MICALL2	3099	0.658922232978	17
MICB	19669	0.502974223397	47
MICU1	2789	0.469702402295	14
MID1	9485	0.433632050606	17
MID1IP1	2602	0.598770176787	4
MID2	7489	0.427159834424	11
MIDN	3793	0.625626153441	8
MIEN1	754	0.57824933687	4
MIER1	8214	0.346481616752	21
MIER2	2762	0.639391745112	14
MIER3	5201	0.360123053259	13
MIF	561	0.659536541889	3
MIF4GD	1542	0.551232166018	8
MIIP	1801	0.642976124375	10
MILR1	631	0.492868462758	5
MIMT1	1288	0.40450310559	2
MINA	5511	0.424060968971	12
MINK1	5242	0.614078595956	34
MINOS1	4231	0.487827936658	7
MINPP1	3303	0.448077505298	6
MIOS	3323	0.412578994884	13
MIOX	1437	0.601948503827	10
MIP	2608	0.486963190184	4
MIPEP	2429	0.469740634006	19
MIPOL1	6386	0.33416849358	16
MIR1-1	71	0.366197183099	1
MIR1-2	85	0.341176470588	1
MIR100	80	0.4625	1
MIR100HG	3082	0.369565217391	4
MIR101-1	75	0.453333333333	1
MIR101-2	79	0.405063291139	1
MIR103A1	78	0.487179487179	1
MIR103A2	78	0.448717948718	1
MIR103B1	62	0.467741935484	1
MIR103B2	62	0.467741935484	1
MIR105-1	81	0.530864197531	1
MIR105-2	81	0.506172839506	1
MIR106A	81	0.41975308642	1
MIR106B	82	0.609756097561	1
MIR107	81	0.469135802469	1
MIR10A	110	0.390909090909	1
MIR10B	110	0.4	1
MIR1178	91	0.571428571429	1
MIR1179	91	0.417582417582	1
MIR1180	69	0.695652173913	1
MIR1181	81	0.728395061728	1
MIR1182	97	0.587628865979	1
MIR1184-1	297	0.565656565657	3
MIR1184-2	297	0.565656565657	3
MIR1184-3	297	0.565656565657	3
MIR1185-1	85	0.388235294118	1
MIR1185-2	85	0.388235294118	1
MIR1193	78	0.551282051282	1
MIR1197	88	0.420454545455	1
MIR1200	76	0.486842105263	1
MIR1203	85	0.623529411765	1
MIR1204	67	0.522388059701	1
MIR1205	63	0.52380952381	1
MIR1206	59	0.423728813559	1
MIR1207	87	0.620689655172	1
MIR1208	73	0.58904109589	1
MIR122	85	0.435294117647	1
MIR1224	85	0.705882352941	1
MIR1225	90	0.744444444444	1
MIR1226	75	0.64	1
MIR1227	88	0.693181818182	1
MIR1228	73	0.753424657534	1
MIR1229	69	0.666666666667	1
MIR1231	92	0.586956521739	1
MIR1233-1	164	0.731707317073	2
MIR1233-2	164	0.731707317073	2
MIR1234	84	0.77380952381	1
MIR1236	612	0.549019607843	6
MIR1237	102	0.774509803922	1
MIR1238	83	0.686746987952	1
MIR124-1	85	0.505882352941	1
MIR124-2	109	0.495412844037	1
MIR124-3	87	0.540229885057	1
MIR1243	93	0.301075268817	1
MIR1244-1	328	0.329268292683	4
MIR1244-2	328	0.329268292683	4
MIR1244-3	328	0.329268292683	4
MIR1245A	69	0.304347826087	1
MIR1245B	68	0.308823529412	1
MIR1246	73	0.438356164384	1
MIR1247	136	0.742647058824	1
MIR1248	106	0.377358490566	1
MIR1249	66	0.651515151515	1
MIR1250	113	0.575221238938	1
MIR1251	70	0.557142857143	1
MIR1252	65	0.261538461538	1
MIR1253	105	0.457142857143	1
MIR1256	136	0.411764705882	4
MIR1257	117	0.649572649573	1
MIR1258	73	0.547945205479	1
MIR125A	86	0.593023255814	1
MIR125B1	88	0.534090909091	1
MIR125B2	89	0.494382022472	1
MIR126	85	0.529411764706	1
MIR1260A	73	0.534246575342	1
MIR1260B	89	0.561797752809	1
MIR1262	93	0.354838709677	1
MIR1264	69	0.31884057971	1
MIR1265	86	0.395348837209	1
MIR1266	84	0.535714285714	1
MIR127	97	0.525773195876	1
MIR1270-1	166	0.397590361446	2
MIR1270-2	166	0.397590361446	2
MIR1272	129	0.480620155039	1
MIR1275	80	0.5125	1
MIR1276	83	0.566265060241	1
MIR1277	78	0.25641025641	1
MIR1278	81	0.37037037037	1
MIR1279	62	0.290322580645	1
MIR128-1	82	0.5	1
MIR128-2	84	0.559523809524	1
MIR1280	94	0.648936170213	1
MIR1281	54	0.666666666667	1
MIR1282	101	0.544554455446	1
MIR1283-1	87	0.436781609195	1
MIR1283-2	87	0.425287356322	1
MIR1284	120	0.3	1
MIR1286	78	0.551282051282	1
MIR1287	90	0.511111111111	1
MIR1288	75	0.533333333333	1
MIR1289-2	111	0.531531531532	1
MIR129-1	72	0.486111111111	1
MIR129-2	90	0.533333333333	1
MIR1291	87	0.51724137931	1
MIR1292	66	0.712121212121	1
MIR1293	71	0.478873239437	1
MIR1295A	79	0.518987341772	1
MIR1296	92	0.576086956522	1
MIR1297	77	0.324675324675	1
MIR1298	112	0.410714285714	1
MIR1301	82	0.621951219512	1
MIR1304	91	0.527472527473	1
MIR1305	86	0.360465116279	1
MIR1306	85	0.588235294118	1
MIR1307	149	0.563758389262	1
MIR130A	89	0.505617977528	1
MIR130B	82	0.573170731707	1
MIR132	101	0.653465346535	1
MIR1322	71	0.338028169014	1
MIR1323	73	0.465753424658	1
MIR1324	96	0.572916666667	1
MIR133A1	88	0.443181818182	1
MIR133A2	102	0.509803921569	1
MIR133B	119	0.571428571429	1
MIR134	73	0.602739726027	1
MIR1343	84	0.797619047619	1
MIR135A1	90	0.522222222222	1
MIR135A2	100	0.32	1
MIR135B	97	0.525773195876	1
MIR136	82	0.451219512195	1
MIR137	102	0.490196078431	1
MIR137HG	2469	0.434993924666	5
MIR138-1	99	0.585858585859	1
MIR138-2	84	0.571428571429	1
MIR139	68	0.588235294118	1
MIR140	100	0.54	1
MIR141	95	0.557894736842	1
MIR142	87	0.448275862069	1
MIR143	106	0.575471698113	1
MIR143HG	9070	0.505953693495	3
MIR144	86	0.5	1
MIR145	88	0.477272727273	1
MIR1468	86	0.441860465116	1
MIR1469	47	0.851063829787	1
MIR146A	99	0.454545454545	1
MIR146B	73	0.561643835616	1
MIR1470	61	0.819672131148	1
MIR1471	57	0.649122807018	1
MIR147A	72	0.416666666667	1
MIR147B	80	0.3875	1
MIR148A	68	0.455882352941	1
MIR148B	99	0.434343434343	1
MIR149	89	0.719101123596	1
MIR150	84	0.666666666667	1
MIR152	87	0.632183908046	1
MIR153-1	90	0.466666666667	1
MIR153-2	87	0.436781609195	1
MIR1537	61	0.409836065574	1
MIR1538	61	0.704918032787	1
MIR1539	50	0.7	1
MIR154	84	0.404761904762	1
MIR155	65	0.4	1
MIR155HG	1474	0.367706919946	3
MIR15A	83	0.421686746988	1
MIR15B	98	0.367346938776	1
MIR16-1	89	0.404494382022	1
MIR16-2	81	0.37037037037	1
MIR17	84	0.428571428571	1
MIR17HG	5805	0.364685615848	5
MIR181A1	110	0.418181818182	1
MIR181A2	110	0.5	1
MIR181A2HG	617	0.447325769854	2
MIR181B1	110	0.445454545455	1
MIR181B2	89	0.460674157303	1
MIR181C	110	0.545454545455	1
MIR181D	137	0.598540145985	1
MIR182	110	0.572727272727	1
MIR1827	66	0.484848484848	1
MIR183	110	0.490909090909	1
MIR184	84	0.488095238095	1
MIR185	82	0.634146341463	1
MIR186	86	0.360465116279	1
MIR187	109	0.651376146789	1
MIR188	86	0.581395348837	1
MIR18A	71	0.450704225352	1
MIR18B	71	0.464788732394	1
MIR1908	80	0.8	1
MIR1909	80	0.725	1
MIR190A	85	0.341176470588	1
MIR190B	79	0.341772151899	1
MIR191	92	0.597826086957	1
MIR1910	80	0.5875	1
MIR1911	80	0.5875	1
MIR1912	80	0.4	1
MIR1913	80	0.6375	1
MIR1914	80	0.7125	1
MIR1915	80	0.7875	1
MIR192	110	0.572727272727	1
MIR193A	88	0.636363636364	1
MIR193B	83	0.493975903614	1
MIR194-1	85	0.411764705882	1
MIR194-2	85	0.623529411765	1
MIR195	87	0.563218390805	1
MIR196A1	70	0.428571428571	1
MIR196A2	110	0.481818181818	1
MIR196B	84	0.47619047619	1
MIR197	75	0.626666666667	1
MIR1972-1	77	0.467532467532	1
MIR1972-2	77	0.467532467532	1
MIR1973	44	0.477272727273	1
MIR1976	52	0.615384615385	1
MIR198	62	0.387096774194	1
MIR199A1	71	0.507042253521	1
MIR199A2	110	0.536363636364	1
MIR199B	110	0.527272727273	1
MIR19A	82	0.426829268293	1
MIR19B1	87	0.436781609195	1
MIR19B2	96	0.34375	1
MIR200A	90	0.555555555556	1
MIR200B	95	0.6	1
MIR200C	68	0.558823529412	1
MIR202	110	0.581818181818	1
MIR203	110	0.572727272727	1
MIR204	110	0.481818181818	1
MIR205	110	0.481818181818	1
MIR2052	55	0.327272727273	1
MIR2053	91	0.296703296703	1
MIR2054	49	0.163265306122	1
MIR205HG	890	0.491011235955	4
MIR206	86	0.453488372093	1
MIR208A	71	0.507042253521	1
MIR208B	77	0.428571428571	1
MIR20A	71	0.380281690141	1
MIR20B	69	0.449275362319	1
MIR21	72	0.486111111111	1
MIR210	110	0.727272727273	1
MIR210HG	2303	0.591402518454	2
MIR211	110	0.590909090909	1
MIR2110	75	0.613333333333	1
MIR2113	89	0.415730337079	1
MIR2114	80	0.55	1
MIR2116	80	0.525	1
MIR2117	80	0.4875	1
MIR212	110	0.736363636364	1
MIR214	110	0.563636363636	1
MIR215	110	0.345454545455	1
MIR216A	110	0.472727272727	1
MIR216B	82	0.451219512195	1
MIR217	110	0.363636363636	1
MIR218-1	110	0.445454545455	1
MIR218-2	110	0.554545454545	1
MIR219-1	660	0.681818181818	6
MIR219-2	97	0.567010309278	1
MIR22	85	0.541176470588	1
MIR221	110	0.472727272727	1
MIR222	110	0.509090909091	1
MIR223	110	0.536363636364	1
MIR2276	89	0.573033707865	1
MIR2277	93	0.698924731183	1
MIR2278	96	0.583333333333	1
MIR22HG	5337	0.465242645681	6
MIR2355	87	0.413793103448	1
MIR2392	84	0.630952380952	1
MIR23A	73	0.575342465753	1
MIR23B	97	0.505154639175	1
MIR23C	100	0.45	1
MIR24-1	68	0.5	1
MIR24-2	73	0.547945205479	1
MIR2467	81	0.604938271605	1
MIR25	84	0.630952380952	1
MIR2681	105	0.457142857143	1
MIR2682	109	0.550458715596	1
MIR26A1	77	0.558441558442	1
MIR26A2	84	0.47619047619	1
MIR26B	77	0.558441558442	1
MIR27A	78	0.602564102564	1
MIR27B	97	0.474226804124	1
MIR2861	90	0.766666666667	1
MIR2909	69	0.521739130435	1
MIR296	80	0.6	1
MIR2964A	88	0.556818181818	1
MIR298	88	0.534090909091	1
MIR299	63	0.380952380952	1
MIR29A	64	0.328125	1
MIR29B1	81	0.395061728395	1
MIR29B2	81	0.395061728395	1
MIR29C	88	0.443181818182	1
MIR300	82	0.439024390244	1
MIR301A	86	0.406976744186	1
MIR301B	78	0.525641025641	1
MIR302A	69	0.405797101449	1
MIR302B	73	0.383561643836	1
MIR302C	68	0.455882352941	1
MIR302D	68	0.426470588235	1
MIR302F	51	0.313725490196	1
MIR3064	84	0.416666666667	1
MIR3065	79	0.506329113924	1
MIR3074	81	0.543209876543	1
MIR30A	71	0.535211267606	1
MIR30B	88	0.431818181818	1
MIR30C1	89	0.505617977528	1
MIR30C2	72	0.416666666667	1
MIR30D	70	0.457142857143	1
MIR30E	92	0.510869565217	1
MIR31	71	0.507042253521	1
MIR3115	68	0.411764705882	1
MIR3117	78	0.461538461538	1
MIR3119-1	85	0.341176470588	1
MIR3119-2	85	0.341176470588	1
MIR3120	81	0.543209876543	1
MIR3121	77	0.350649350649	1
MIR3122	73	0.506849315068	1
MIR3123	75	0.386666666667	1
MIR3124	67	0.582089552239	1
MIR3125	78	0.576923076923	1
MIR3126	74	0.405405405405	1
MIR3127	76	0.644736842105	1
MIR3128	66	0.30303030303	1
MIR3129	76	0.434210526316	1
MIR3130-1	75	0.546666666667	1
MIR3130-2	75	0.546666666667	1
MIR3131	63	0.634920634921	1
MIR3132	75	0.613333333333	1
MIR3134	69	0.347826086957	4
MIR3136	78	0.384615384615	1
MIR3138	82	0.670731707317	1
MIR3140	90	0.366666666667	1
MIR3141	61	0.688524590164	1
MIR3142	82	0.451219512195	1
MIR3143	63	0.412698412698	1
MIR3145	82	0.317073170732	1
MIR3146	79	0.379746835443	1
MIR3147	66	0.666666666667	1
MIR3148	77	0.363636363636	1
MIR3150A	80	0.625	1
MIR3150B	86	0.627906976744	1
MIR3151	76	0.644736842105	1
MIR3152	74	0.459459459459	1
MIR3153	82	0.40243902439	1
MIR3154	84	0.678571428571	1
MIR3155A	82	0.658536585366	1
MIR3155B	55	0.690909090909	1
MIR3156-1	75	0.426666666667	1
MIR3156-2	77	0.428571428571	1
MIR3156-3	77	0.428571428571	1
MIR3157	85	0.564705882353	1
MIR3158-1	81	0.567901234568	1
MIR3158-2	81	0.567901234568	1
MIR3160-1	85	0.6	1
MIR3160-2	81	0.592592592593	1
MIR3162	82	0.487804878049	1
MIR3165	75	0.533333333333	1
MIR3167	85	0.435294117647	1
MIR3169	83	0.409638554217	1
MIR3170	77	0.493506493506	1
MIR3173	68	0.485294117647	1
MIR3175	77	0.714285714286	1
MIR3176	90	0.744444444444	1
MIR3177	82	0.634146341463	1
MIR3178	84	0.72619047619	1
MIR3179-1	252	0.440476190476	3
MIR3179-2	252	0.440476190476	3
MIR3179-3	252	0.440476190476	3
MIR3180-1	282	0.755319148936	3
MIR3180-2	264	0.772727272727	3
MIR3180-3	282	0.755319148936	3
MIR3180-4	153	0.745098039216	1
MIR3180-5	153	0.758169934641	1
MIR3182	63	0.539682539683	1
MIR3183	84	0.678571428571	1
MIR3184	75	0.506666666667	1
MIR3185	68	0.632352941176	1
MIR3186	85	0.564705882353	1
MIR3187	70	0.7	1
MIR3188	85	0.705882352941	1
MIR3189	73	0.602739726027	1
MIR3190	80	0.6625	1
MIR3191	76	0.657894736842	1
MIR3192	77	0.480519480519	1
MIR3193	55	0.563636363636	1
MIR3194	73	0.698630136986	1
MIR3196	64	0.75	1
MIR3197	73	0.72602739726	1
MIR3198-1	80	0.5625	1
MIR3198-2	80	0.55	1
MIR3199-1	88	0.5	1
MIR3199-2	86	0.5	1
MIR31HG	2148	0.472532588454	4
MIR32	70	0.385714285714	1
MIR3200	85	0.564705882353	1
MIR3201	52	0.384615384615	1
MIR3202-1	81	0.345679012346	1
MIR3202-2	79	0.341772151899	1
MIR320A	82	0.59756097561	1
MIR320B1	79	0.354430379747	1
MIR320B2	138	0.369565217391	1
MIR320C1	88	0.420454545455	1
MIR320C2	50	0.48	1
MIR320D1	48	0.479166666667	1
MIR320D2	48	0.479166666667	1
MIR320E	53	0.547169811321	1
MIR323A	86	0.5	1
MIR323B	82	0.487804878049	1
MIR324	83	0.614457831325	1
MIR326	95	0.642105263158	1
MIR328	75	0.68	1
MIR329-1	80	0.425	1
MIR329-2	84	0.416666666667	1
MIR330	94	0.606382978723	1
MIR331	94	0.510638297872	1
MIR335	94	0.382978723404	1
MIR337	93	0.483870967742	1
MIR338	67	0.462686567164	1
MIR339	94	0.734042553191	1
MIR33A	69	0.478260869565	1
MIR33B	96	0.729166666667	1
MIR340	95	0.389473684211	1
MIR345	98	0.602040816327	1
MIR346	95	0.673684210526	1
MIR34A	110	0.509090909091	1
MIR34B	84	0.464285714286	1
MIR34C	77	0.402597402597	1
MIR3529	78	0.474358974359	1
MIR3545	86	0.546511627907	1
MIR3591	73	0.41095890411	1
MIR3605	100	0.55	1
MIR3606	63	0.269841269841	1
MIR3607	79	0.379746835443	1
MIR3609	80	0.3875	1
MIR3610	73	0.616438356164	1
MIR3612	87	0.540229885057	1
MIR3613	87	0.35632183908	1
MIR3614	86	0.5	1
MIR3615	87	0.735632183908	1
MIR3616	92	0.54347826087	1
MIR3618	88	0.397727272727	1
MIR3619	83	0.650602409639	1
MIR362	64	0.421875	1
MIR3620	79	0.708860759494	1
MIR3621	85	0.729411764706	1
MIR3622A	83	0.602409638554	1
MIR3622B	95	0.578947368421	1
MIR363	75	0.413333333333	1
MIR3646	84	0.380952380952	1
MIR3648	180	0.838888888889	1
MIR3649	66	0.530303030303	1
MIR3650	60	0.55	1
MIR3651	90	0.533333333333	1
MIR3652	131	0.702290076336	1
MIR3653	110	0.563636363636	1
MIR3654	56	0.482142857143	2
MIR3655	83	0.506024096386	1
MIR3656	69	0.768115942029	1
MIR3658	56	0.25	1
MIR3659	99	0.474747474747	1
MIR365A	87	0.448275862069	1
MIR365B	111	0.45045045045	1
MIR3660	100	0.38	1
MIR3661	96	0.583333333333	1
MIR3662	95	0.378947368421	1
MIR3663	97	0.690721649485	1
MIR3664	99	0.454545454545	1
MIR3665	105	0.771428571429	1
MIR3666	111	0.486486486486	1
MIR3668	75	0.213333333333	1
MIR367	68	0.352941176471	1
MIR3671	88	0.272727272727	1
MIR3675	221	0.41628959276	3
MIR3676	85	0.541176470588	1
MIR3677	60	0.716666666667	1
MIR3678	94	0.446808510638	1
MIR3679	68	0.529411764706	1
MIR3680-1	51	0.411764705882	4
MIR3682	84	0.297619047619	1
MIR3684	74	0.364864864865	1
MIR3685	62	0.451612903226	1
MIR3687	61	0.786885245902	1
MIR3688-1	93	0.354838709677	1
MIR3688-2	87	0.35632183908	1
MIR3689A	78	0.564102564103	2
MIR3689B	148	0.587837837838	1
MIR3689C	72	0.527777777778	1
MIR3689D1	74	0.581081081081	1
MIR3689D2	80	0.575	1
MIR3689E	72	0.555555555556	1
MIR3689F	66	0.560606060606	1
MIR369	70	0.371428571429	1
MIR3690	150	0.533333333333	2
MIR3691	90	0.577777777778	1
MIR3692	69	0.507246376812	1
MIR3714	65	0.661538461538	1
MIR371A	67	0.522388059701	1
MIR371B	66	0.530303030303	1
MIR372	67	0.507462686567	1
MIR373	69	0.507246376812	1
MIR374A	72	0.319444444444	1
MIR374B	72	0.416666666667	1
MIR374C	70	0.414285714286	1
MIR375	64	0.671875	1
MIR376A1	68	0.294117647059	1
MIR376A2	80	0.3375	1
MIR376B	100	0.35	1
MIR376C	66	0.287878787879	1
MIR377	69	0.391304347826	1
MIR378C	81	0.543209876543	1
MIR378D1	54	0.407407407407	1
MIR378D2	98	0.418367346939	1
MIR378E	79	0.582278481013	1
MIR378F	78	0.525641025641	1
MIR379	67	0.417910447761	1
MIR380	61	0.409836065574	1
MIR381	75	0.4	1
MIR382	76	0.381578947368	1
MIR383	73	0.493150684932	1
MIR384	88	0.272727272727	1
MIR3907	151	0.662251655629	1
MIR3908	126	0.31746031746	1
MIR3909	119	0.596638655462	1
MIR3910-1	111	0.351351351351	1
MIR3910-2	79	0.329113924051	1
MIR3911	109	0.550458715596	1
MIR3912	105	0.314285714286	1
MIR3913-1	102	0.333333333333	1
MIR3913-2	100	0.33	1
MIR3914-1	99	0.363636363636	1
MIR3914-2	95	0.368421052632	1
MIR3916	94	0.478723404255	1
MIR3917	93	0.709677419355	1
MIR3918	93	0.623655913978	1
MIR3919	89	0.438202247191	1
MIR3920	86	0.43023255814	1
MIR3921	85	0.470588235294	1
MIR3922	84	0.559523809524	1
MIR3924	81	0.259259259259	1
MIR3925	77	0.454545454545	1
MIR3926-1	73	0.479452054795	1
MIR3926-2	63	0.539682539683	1
MIR3928	58	0.637931034483	1
MIR3935	104	0.461538461538	1
MIR3936	110	0.518181818182	1
MIR3938	103	0.359223300971	1
MIR3939	106	0.547169811321	1
MIR3940	102	0.56862745098	1
MIR3941	103	0.407766990291	1
MIR3942	109	0.357798165138	1
MIR3943	100	0.64	1
MIR3944	108	0.638888888889	1
MIR3945	98	0.448979591837	1
MIR3960	91	0.879120879121	1
MIR3973	107	0.467289719626	1
MIR3974	96	0.385416666667	1
MIR3975	70	0.4	1
MIR3976	139	0.402877697842	1
MIR3977	70	0.342857142857	1
MIR3978	101	0.485148514851	1
MIR409	79	0.53164556962	1
MIR410	80	0.4125	1
MIR411	96	0.46875	1
MIR412	91	0.527472527473	1
MIR421	85	0.388235294118	1
MIR423	94	0.521276595745	1
MIR424	98	0.510204081633	1
MIR425	87	0.574712643678	1
MIR4251	61	0.508196721311	1
MIR4252	63	0.650793650794	1
MIR4253	68	0.647058823529	1
MIR4254	76	0.657894736842	1
MIR4255	72	0.472222222222	1
MIR4256	64	0.421875	1
MIR4257	86	0.56976744186	1
MIR4258	91	0.681318681319	1
MIR4260	67	0.582089552239	1
MIR4261	58	0.603448275862	1
MIR4262	54	0.574074074074	1
MIR4263	83	0.457831325301	1
MIR4264	66	0.424242424242	1
MIR4265	99	0.59595959596	1
MIR4266	55	0.672727272727	1
MIR4267	82	0.658536585366	1
MIR4268	64	0.53125	1
MIR4269	84	0.619047619048	1
MIR4270	70	0.542857142857	1
MIR4271	67	0.507462686567	1
MIR4272	64	0.296875	1
MIR4273	168	0.452380952381	2
MIR4274	91	0.659340659341	1
MIR4275	87	0.379310344828	1
MIR4276	70	0.485714285714	1
MIR4277	84	0.642857142857	1
MIR4278	69	0.463768115942	1
MIR4279	58	0.586206896552	1
MIR4280	76	0.434210526316	1
MIR4281	62	0.774193548387	1
MIR4282	67	0.402985074627	1
MIR4283-1	160	0.6	2
MIR4283-2	160	0.6	2
